,RRIntervals,Time,Flag
911,0.886,733.7039999999989,0
912,0.887,734.5899999999989,0
913,0.909,735.4769999999988,0
914,0.906,736.3859999999988,0
915,0.868,737.2919999999988,0
916,0.859,738.1599999999988,0
917,0.876,739.0189999999989,0
918,0.874,739.8949999999988,0
919,0.832,740.7689999999989,0
920,0.857,741.6009999999989,0
921,0.843,742.4579999999988,0
922,0.807,743.3009999999988,0
923,0.829,744.1079999999988,0
924,0.835,744.9369999999988,0
925,0.786,745.7719999999988,0
926,0.751,746.5579999999987,0
927,0.753,747.3089999999987,0
928,0.784,748.0619999999988,0
929,0.741,748.8459999999988,0
930,0.746,749.5869999999987,0
931,0.755,750.3329999999987,0
932,0.79,751.0879999999987,0
933,0.814,751.8779999999987,0
934,0.818,752.6919999999986,0
935,0.868,753.5099999999986,0
936,0.901,754.3779999999987,0
937,0.85,755.2789999999986,0
938,0.839,756.1289999999987,0
939,0.805,756.9679999999987,0
940,0.744,757.7729999999987,0
941,0.735,758.5169999999987,0
942,0.732,759.2519999999987,0
943,0.738,759.9839999999987,0
944,0.724,760.7219999999987,0
945,0.754,761.4459999999988,0
946,0.804,762.1999999999988,0
947,0.822,763.0039999999988,0
948,0.807,763.8259999999988,0
949,0.77,764.6329999999988,0
950,0.8,765.4029999999988,0
951,0.81,766.2029999999987,0
952,0.808,767.0129999999987,0
953,0.767,767.8209999999987,0
954,0.799,768.5879999999987,0
955,0.8,769.3869999999987,0
956,0.775,770.1869999999986,0
957,0.727,770.9619999999986,0
958,0.751,771.6889999999986,0
959,0.777,772.4399999999986,0
960,0.78,773.2169999999986,0
961,0.751,773.9969999999986,0
962,0.77,774.7479999999986,0
963,0.768,775.5179999999986,0
964,0.71,776.2859999999986,0
965,0.699,776.9959999999986,0
966,0.702,777.6949999999986,0
967,0.721,778.3969999999986,0
968,0.715,779.1179999999986,0
969,0.718,779.8329999999986,0
970,0.735,780.5509999999986,0
971,0.758,781.2859999999986,0
972,0.755,782.0439999999986,0
973,0.795,782.7989999999986,0
974,0.821,783.5939999999986,0
975,0.829,784.4149999999986,0
976,0.782,785.2439999999986,0
977,0.725,786.0259999999986,0
978,0.796,786.7509999999986,0
979,0.806,787.5469999999987,0
980,0.717,788.3529999999987,0
981,0.665,789.0699999999987,0
982,0.639,789.7349999999986,0
983,0.627,790.3739999999987,0
984,0.627,791.0009999999986,0
985,0.641,791.6279999999986,0
986,0.676,792.2689999999985,0
987,0.676,792.9449999999986,0
988,0.675,793.6209999999986,0
989,0.7,794.2959999999986,0
990,0.694,794.9959999999986,0
991,0.719,795.6899999999986,0
992,0.724,796.4089999999986,0
993,0.73,797.1329999999987,0
994,0.74,797.8629999999987,0
995,0.739,798.6029999999987,0
996,0.721,799.3419999999987,0
997,0.693,800.0629999999987,0
998,0.651,800.7559999999987,0
999,0.64,801.4069999999987,0
1000,0.657,802.0469999999987,0
1001,0.68,802.7039999999987,0
1002,0.717,803.3839999999987,0
1003,0.738,804.1009999999986,0
1004,0.723,804.8389999999987,0
1005,0.747,805.5619999999986,0
1006,0.709,806.3089999999986,0
1007,0.685,807.0179999999986,0
1008,0.697,807.7029999999985,0
1009,0.71,808.3999999999985,0
1010,0.707,809.1099999999985,0
1011,0.708,809.8169999999985,0
1012,0.697,810.5249999999985,0
1013,1.326,811.2219999999985,0
1014,0.663,812.5479999999985,0
1015,0.67,813.2109999999985,0
1016,0.716,813.8809999999985,0
1017,0.773,814.5969999999985,0
1018,1.457,815.3699999999985,0
1019,0.717,816.8269999999985,0
1020,0.757,817.5439999999985,0
1021,0.796,818.3009999999985,0
1022,0.802,819.0969999999985,0
1023,0.798,819.8989999999985,0
1024,0.74,820.6969999999985,0
1025,0.752,821.4369999999985,0
1026,0.796,822.1889999999985,0
1027,1.66,822.9849999999985,0
1028,0.848,824.6449999999985,0
1029,0.869,825.4929999999985,0
1030,0.883,826.3619999999985,0
1031,1.592,827.2449999999985,0
1032,0.689,828.8369999999985,0
1033,0.718,829.5259999999985,0
1034,0.777,830.2439999999984,0
1035,0.818,831.0209999999985,0
1036,0.831,831.8389999999985,0
1037,0.818,832.6699999999985,0
1038,1.579,833.4879999999985,0
1039,0.765,835.0669999999984,0
1040,1.468,835.8319999999984,0
1041,0.716,837.2999999999984,0
1042,0.701,838.0159999999984,0
1043,0.686,838.7169999999984,0
1044,0.683,839.4029999999984,0
1045,0.677,840.0859999999984,0
1046,0.669,840.7629999999984,0
1047,0.691,841.4319999999984,0
1048,0.742,842.1229999999985,0
1049,0.75,842.8649999999984,0
1050,0.811,843.6149999999984,0
1051,0.76,844.4259999999985,0
1052,0.751,845.1859999999984,0
1053,0.849,845.9369999999984,0
1054,0.87,846.7859999999985,0
1055,0.819,847.6559999999985,0
1056,0.819,848.4749999999984,0
1057,0.825,849.2939999999984,0
1058,0.839,850.1189999999984,0
1059,0.809,850.9579999999985,0
1060,0.739,851.7669999999985,0
1061,0.731,852.5059999999985,0
1062,0.725,853.2369999999985,0
1063,0.691,853.9619999999985,0
1064,0.667,854.6529999999985,0
1065,0.707,855.3199999999986,0
1066,0.766,856.0269999999986,0
1067,0.773,856.7929999999985,0
1068,0.798,857.5659999999986,0
1069,0.809,858.3639999999986,0
1070,0.836,859.1729999999985,0
1071,0.78,860.0089999999985,0
1072,0.81,860.7889999999985,0
1073,0.825,861.5989999999985,0
1074,0.841,862.4239999999985,0
1075,0.792,863.2649999999985,0
1076,0.704,864.0569999999985,0
1077,0.732,864.7609999999985,0
1078,0.734,865.4929999999985,0
1079,0.773,866.2269999999985,0
1080,0.822,866.9999999999985,0
1081,0.822,867.8219999999985,0
1082,0.843,868.6439999999985,0
1083,0.857,869.4869999999985,0
1084,0.865,870.3439999999985,0
1085,0.833,871.2089999999985,0
1086,0.815,872.0419999999984,0
1087,0.821,872.8569999999985,0
1088,0.745,873.6779999999985,0
1089,0.722,874.4229999999985,0
1090,0.755,875.1449999999985,0
1091,0.76,875.8999999999985,0
1092,0.761,876.6599999999985,0
1093,0.807,877.4209999999985,0
1094,0.841,878.2279999999985,0
1095,0.836,879.0689999999985,0
1096,0.787,879.9049999999985,0
1097,0.787,880.6919999999985,0
1098,0.777,881.4789999999986,0
1099,0.794,882.2559999999986,0
1100,0.798,883.0499999999986,0
1101,0.801,883.8479999999986,0
1102,0.815,884.6489999999986,0
1103,0.827,885.4639999999987,0
1104,0.813,886.2909999999987,0
1105,0.753,887.1039999999987,0
1106,0.71,887.8569999999987,0
1107,0.725,888.5669999999988,0
1108,0.742,889.2919999999988,0
1109,0.78,890.0339999999987,0
1110,0.764,890.8139999999987,0
1111,0.777,891.5779999999987,0
1112,0.78,892.3549999999988,0
1113,0.774,893.1349999999987,0
1114,0.722,893.9089999999987,0
1115,0.726,894.6309999999987,0
1116,0.719,895.3569999999987,0
1117,0.722,896.0759999999988,0
1118,0.7,896.7979999999988,0
1119,0.67,897.4979999999988,0
1120,0.681,898.1679999999988,0
1121,0.711,898.8489999999988,0
1122,0.721,899.5599999999988,0
1123,0.691,900.2809999999988,0
1124,0.7,900.9719999999988,0
1125,0.717,901.6719999999989,0
1126,0.708,902.3889999999989,0
1127,0.682,903.0969999999988,0
1128,0.696,903.7789999999989,0
1129,0.713,904.4749999999989,0
1130,0.728,905.1879999999989,0
1131,0.741,905.9159999999988,0
1132,0.695,906.6569999999988,0
1133,0.714,907.3519999999988,4
1134,0.715,908.0659999999989,4
1135,0.723,908.7809999999989,4
1136,0.698,909.5039999999989,4
1137,0.719,910.2019999999989,4
1138,0.737,910.9209999999989,4
1139,0.754,911.6579999999989,4
1140,0.727,912.4119999999989,4
1141,0.718,913.1389999999989,4
1142,0.748,913.8569999999988,4
1143,0.764,914.6049999999989,4
1144,0.725,915.3689999999989,4
1145,0.649,916.0939999999989,4
1146,0.629,916.7429999999989,4
1147,0.615,917.3719999999989,4
1148,0.606,917.986999999999,4
1149,0.643,918.5929999999989,4
1150,0.649,919.235999999999,4
1151,0.69,919.884999999999,4
1152,0.71,920.574999999999,4
1153,0.734,921.2849999999991,4
1154,0.718,922.0189999999991,0
1155,0.729,922.7369999999991,0
1156,0.701,923.4659999999991,0
1157,0.658,924.1669999999991,0
1158,0.639,924.8249999999991,0
1159,0.635,925.4639999999991,0
1160,0.647,926.0989999999991,0
1161,0.663,926.7459999999992,0
1162,0.665,927.4089999999992,0
1163,0.639,928.0739999999992,0
1164,0.639,928.7129999999992,0
1165,0.653,929.3519999999992,0
1166,0.673,930.0049999999992,0
1167,0.701,930.6779999999992,0
1168,0.716,931.3789999999992,0
1169,0.748,932.0949999999992,0
1170,0.777,932.8429999999993,0
1171,0.817,933.6199999999993,0
1172,0.838,934.4369999999993,0
1173,0.818,935.2749999999993,0
1174,0.767,936.0929999999993,0
1175,0.743,936.8599999999993,0
1176,0.746,937.6029999999994,0
1177,0.749,938.3489999999994,0
1178,0.752,939.0979999999994,0
1179,0.705,939.8499999999993,0
1180,0.731,940.5549999999994,0
1181,0.762,941.2859999999994,0
1182,0.815,942.0479999999993,0
1183,0.812,942.8629999999994,0
1184,0.772,943.6749999999994,0
1185,0.821,944.4469999999994,0
1186,0.848,945.2679999999995,0
1187,0.852,946.1159999999994,0
1188,0.772,946.9679999999994,0
1189,0.788,947.7399999999994,0
1190,0.825,948.5279999999995,0
1191,0.878,949.3529999999995,0
1192,0.805,950.2309999999995,0
1193,0.783,951.0359999999995,0
1194,0.802,951.8189999999995,0
1195,0.825,952.6209999999995,0
1196,0.817,953.4459999999996,0
1197,0.841,954.2629999999996,0
1198,0.83,955.1039999999996,0
1199,0.837,955.9339999999996,0
1200,0.774,956.7709999999996,0
1201,0.823,957.5449999999996,0
1202,0.856,958.3679999999996,0
1203,0.881,959.2239999999996,0
1204,0.893,960.1049999999996,0
1205,0.895,960.9979999999996,0
1206,0.862,961.8929999999996,0
1207,0.857,962.7549999999995,0
1208,0.856,963.6119999999995,0
1209,0.851,964.4679999999995,0
1210,0.857,965.3189999999995,0
1211,0.87,966.1759999999995,0
1212,0.868,967.0459999999995,0
1213,0.834,967.9139999999995,0
1214,0.859,968.7479999999995,0
1215,0.897,969.6069999999995,0
1216,0.888,970.5039999999996,0
1217,0.846,971.3919999999996,0
1218,0.845,972.2379999999996,0
1219,0.846,973.0829999999996,0
1220,0.827,973.9289999999996,0
1221,0.769,974.7559999999996,0
1222,0.782,975.5249999999996,0
1223,0.779,976.3069999999997,0
1224,0.829,977.0859999999997,0
1225,0.816,977.9149999999996,0
1226,0.846,978.7309999999997,0
1227,0.857,979.5769999999997,0
1228,0.846,980.4339999999996,0
1229,0.781,981.2799999999996,0
1230,0.769,982.0609999999996,0
1231,0.789,982.8299999999996,0
1232,0.749,983.6189999999996,0
1233,0.779,984.3679999999996,0
1234,0.803,985.1469999999996,0
1235,0.826,985.9499999999996,0
1236,0.801,986.7759999999996,0
1237,0.842,987.5769999999997,0
1238,0.836,988.4189999999996,0
1239,0.785,989.2549999999997,0
1240,0.791,990.0399999999996,0
1241,0.792,990.8309999999997,0
1242,0.76,991.6229999999997,0
1243,0.696,992.3829999999997,0
1244,0.73,993.0789999999997,0
1245,0.732,993.8089999999997,0
1246,0.751,994.5409999999997,0
1247,0.722,995.2919999999997,0
1248,0.747,996.0139999999997,0
1249,0.756,996.7609999999996,0
1250,0.738,997.5169999999996,0
1251,0.743,998.2549999999997,0
1252,0.775,998.9979999999997,0
1253,0.797,999.7729999999997,0
1254,0.751,1000.5699999999997,0
1255,0.751,1001.3209999999997,0
1256,0.758,1002.0719999999997,0
1257,0.757,1002.8299999999997,0
1258,0.722,1003.5869999999996,0
1259,0.666,1004.3089999999996,0
1260,0.689,1004.9749999999997,0
1261,0.662,1005.6639999999996,0
1262,0.644,1006.3259999999997,0
1263,0.648,1006.9699999999997,0
1264,0.672,1007.6179999999997,0
1265,0.691,1008.2899999999997,0
1266,0.686,1008.9809999999998,0
1267,0.68,1009.6669999999998,0
1268,0.7,1010.3469999999998,0
1269,0.747,1011.0469999999998,0
1270,0.79,1011.7939999999998,0
1271,0.825,1012.5839999999997,0
1272,0.833,1013.4089999999998,0
1273,0.788,1014.2419999999997,0
1274,0.781,1015.0299999999997,0
1275,0.758,1015.8109999999997,0
1276,0.757,1016.5689999999997,0
1277,0.772,1017.3259999999997,0
1278,0.809,1018.0979999999997,0
1279,0.842,1018.9069999999997,0
1280,0.82,1019.7489999999997,0
1281,0.773,1020.5689999999997,0
1282,0.779,1021.3419999999998,0
1283,0.813,1022.1209999999998,0
1284,0.816,1022.9339999999997,3
1285,0.761,1023.7499999999998,3
1286,0.797,1024.5109999999997,3
1287,0.819,1025.3079999999998,3
1288,0.814,1026.1269999999997,3
1289,0.76,1026.9409999999998,3
1290,0.746,1027.7009999999998,3
1291,0.747,1028.447,3
1292,0.752,1029.194,3
1293,0.759,1029.946,3
1294,0.757,1030.705,3
1295,0.834,1031.462,3
1296,0.852,1032.296,3
1297,0.832,1033.1480000000001,3
1298,0.763,1033.9800000000002,3
1299,0.802,1034.7430000000002,3
1300,0.815,1035.545,3
1301,0.813,1036.3600000000001,3
1302,0.751,1037.1730000000002,3
1303,0.769,1037.9240000000002,3
1304,0.753,1038.6930000000002,3
1305,0.734,1039.4460000000001,3
1306,0.784,1040.18,3
1307,0.769,1040.9640000000002,3
1308,0.773,1041.7330000000002,3
1309,0.735,1042.506,3
1310,0.756,1043.241,3
1311,0.793,1043.997,3
1312,0.811,1044.79,3
1313,0.765,1045.6009999999999,3
1314,0.843,1046.366,3
1315,0.853,1047.209,0
1316,0.803,1048.0620000000001,0
1317,0.811,1048.8650000000002,0
1318,0.807,1049.6760000000002,0
1319,0.767,1050.4830000000002,0
1320,0.779,1051.2500000000002,0
1321,0.781,1052.0290000000002,0
1322,0.775,1052.8100000000002,0
1323,0.74,1053.5850000000003,0
1324,0.758,1054.3250000000003,0
1325,0.767,1055.0830000000003,0
1326,0.772,1055.8500000000004,0
1327,0.79,1056.6220000000003,0
1328,0.805,1057.4120000000003,0
1329,0.785,1058.2170000000003,0
1330,0.77,1059.0020000000004,0
1331,0.742,1059.7720000000004,0
1332,0.738,1060.5140000000004,0
1333,0.744,1061.2520000000004,0
1334,0.758,1061.9960000000003,0
1335,0.742,1062.7540000000004,0
1336,0.714,1063.4960000000003,0
1337,0.722,1064.2100000000003,0
1338,0.744,1064.9320000000002,0
1339,0.794,1065.6760000000002,0
1340,0.827,1066.4700000000003,0
1341,0.806,1067.2970000000003,0
1342,0.795,1068.1030000000003,0
1343,0.8,1068.8980000000004,0
1344,0.814,1069.6980000000003,0
1345,0.773,1070.5120000000004,0
1346,0.735,1071.2850000000003,0
1347,0.714,1072.0200000000002,0
1348,0.689,1072.7340000000002,0
1349,0.656,1073.4230000000002,0
1350,0.642,1074.0790000000002,0
1351,0.624,1074.7210000000002,0
1352,0.645,1075.3450000000003,0
1353,0.68,1075.9900000000002,0
1354,0.777,1076.6700000000003,0
1355,0.827,1077.4470000000003,0
1356,0.839,1078.2740000000003,0
1357,0.819,1079.1130000000003,0
1358,0.796,1079.9320000000002,0
1359,0.78,1080.7280000000003,0
1360,0.779,1081.5080000000003,0
1361,0.785,1082.2870000000003,0
1362,0.772,1083.0720000000003,0
1363,0.839,1083.8440000000003,0
1364,0.87,1084.6830000000002,0
1365,0.814,1085.553,0
1366,0.744,1086.3670000000002,0
1367,0.759,1087.111,0
1368,0.761,1087.8700000000001,0
1369,0.753,1088.631,0
1370,0.703,1089.384,0
1371,0.677,1090.087,0
1372,0.682,1090.764,0
1373,0.703,1091.446,0
1374,0.705,1092.149,0
1375,0.676,1092.8539999999998,0
1376,0.681,1093.5299999999997,0
1377,0.686,1094.2109999999998,0
1378,0.721,1094.8969999999997,0
1379,0.757,1095.6179999999997,0
1380,0.771,1096.3749999999998,0
1381,0.773,1097.1459999999997,0
1382,0.764,1097.9189999999996,0
1383,0.769,1098.6829999999995,0
1384,0.791,1099.4519999999995,0
1385,0.78,1100.2429999999995,0
1386,0.712,1101.0229999999995,0
1387,0.656,1101.7349999999994,0
1388,0.636,1102.3909999999994,0
1389,0.65,1103.0269999999994,0
1390,0.687,1103.6769999999995,0
1391,0.77,1104.3639999999994,0
1392,0.833,1105.1339999999993,0
1393,0.871,1105.9669999999994,0
1394,0.878,1106.8379999999995,0
1395,0.882,1107.7159999999994,0
1396,0.858,1108.5979999999995,0
1397,0.847,1109.4559999999994,0
1398,0.846,1110.3029999999994,0
1399,0.857,1111.1489999999994,0
1400,0.821,1112.0059999999994,0
1401,0.81,1112.8269999999993,0
1402,0.813,1113.6369999999993,0
1403,0.827,1114.4499999999994,0
1404,0.835,1115.2769999999994,0
1405,0.821,1116.1119999999994,0
1406,0.811,1116.9329999999993,0
1407,0.817,1117.7439999999992,0
1408,0.815,1118.5609999999992,0
1409,0.843,1119.3759999999993,0
1410,0.887,1120.2189999999994,0
1411,0.894,1121.1059999999993,0
1412,0.896,1121.9999999999993,0
1413,0.913,1122.8959999999993,0
1414,0.885,1123.8089999999993,0
1415,0.87,1124.6939999999993,0
1416,0.873,1125.5639999999992,0
1417,0.864,1126.4369999999992,0
1418,0.83,1127.3009999999992,0
1419,0.795,1128.1309999999992,0
1420,0.801,1128.9259999999992,0
1421,0.836,1129.7269999999992,0
1422,0.824,1130.5629999999992,0
1423,0.726,1131.3869999999993,0
1424,0.722,1132.1129999999994,0
1425,0.749,1132.8349999999994,0
1426,0.821,1133.5839999999994,0
1427,0.853,1134.4049999999993,0
1428,0.814,1135.2579999999994,0
1429,0.84,1136.0719999999994,0
1430,0.86,1136.9119999999994,0
1431,0.847,1137.7719999999993,0
1432,0.765,1138.6189999999992,0
1433,0.785,1139.3839999999993,0
1434,0.784,1140.1689999999994,0
1435,0.783,1140.9529999999995,0
1436,0.77,1141.7359999999994,0
1437,0.759,1142.5059999999994,0
1438,0.767,1143.2649999999994,0
1439,0.789,1144.0319999999995,0
1440,0.809,1144.8209999999995,0
1441,0.813,1145.6299999999994,0
1442,0.845,1146.4429999999995,0
1443,0.872,1147.2879999999996,0
1444,0.858,1148.1599999999996,0
1445,0.812,1149.0179999999996,0
1446,0.815,1149.8299999999995,0
1447,0.816,1150.6449999999995,0
1448,0.846,1151.4609999999996,0
1449,0.829,1152.3069999999996,0
1450,0.854,1153.1359999999995,0
1451,0.86,1153.9899999999996,0
1452,0.804,1154.8499999999995,0
1453,0.779,1155.6539999999995,0
1454,0.767,1156.4329999999995,0
1455,0.792,1157.1999999999996,0
1456,0.799,1157.9919999999995,0
1457,0.769,1158.7909999999995,0
1458,0.808,1159.5599999999995,0
1459,0.8,1160.3679999999995,0
1460,0.792,1161.1679999999994,0
1461,0.755,1161.9599999999994,0
1462,0.711,1162.7149999999995,0
1463,0.74,1163.4259999999995,0
1464,0.763,1164.1659999999995,0
1465,0.795,1164.9289999999994,0
1466,0.792,1165.7239999999995,0
1467,0.703,1166.5159999999994,0
1468,0.7,1167.2189999999994,0
1469,0.674,1167.9189999999994,0
1470,0.664,1168.5929999999994,0
1471,0.69,1169.2569999999994,0
1472,0.743,1169.9469999999994,6
1473,0.774,1170.6899999999994,6
1474,0.765,1171.4639999999993,6
1475,0.779,1172.2289999999994,6
1476,0.78,1173.0079999999994,6
1477,0.787,1173.7879999999993,6
1478,0.799,1174.5749999999994,6
1479,0.817,1175.3739999999993,6
1480,0.857,1176.1909999999993,6
1481,0.893,1177.0479999999993,6
1482,0.892,1177.9409999999993,6
1483,0.877,1178.8329999999994,6
1484,0.894,1179.7099999999994,6
1485,0.885,1180.6039999999994,6
1486,0.824,1181.4889999999994,6
1487,0.811,1182.3129999999994,6
1488,0.801,1183.1239999999993,6
1489,0.81,1183.9249999999993,6
1490,0.769,1184.7349999999992,6
1491,0.818,1185.5039999999992,6
1492,0.836,1186.3219999999992,6
1493,0.856,1187.1579999999992,6
1494,0.779,1188.0139999999992,6
1495,0.806,1188.7929999999992,6
1496,0.806,1189.5989999999993,6
1497,0.83,1190.4049999999993,6
1498,0.755,1191.2349999999992,6
1499,0.797,1191.9899999999993,6
1500,0.83,1192.7869999999994,6
1501,0.875,1193.6169999999993,6
1502,0.825,1194.4919999999993,6
1503,0.832,1195.3169999999993,6
1504,0.836,1196.1489999999994,6
1505,0.823,1196.9849999999994,6
1506,0.787,1197.8079999999995,6
1507,0.85,1198.5949999999996,6
1508,0.878,1199.4449999999995,6
1509,0.871,1200.3229999999994,6
1510,0.788,1201.1939999999995,6
1511,0.803,1201.9819999999995,6
1512,0.834,1202.7849999999996,6
1513,0.861,1203.6189999999997,6
1514,0.775,1204.4799999999998,0
1515,0.745,1205.2549999999999,0
1516,0.734,1205.9999999999998,0
1517,0.769,1206.7339999999997,0
1518,0.823,1207.5029999999997,0
1519,0.778,1208.3259999999998,0
1520,0.825,1209.1039999999998,0
1521,0.83,1209.9289999999999,0
1522,0.858,1210.7589999999998,0
1523,0.781,1211.6169999999997,0
1524,0.758,1212.3979999999997,0
1525,0.734,1213.1559999999997,0
1526,0.725,1213.8899999999996,0
1527,0.711,1214.6149999999996,0
1528,0.716,1215.3259999999996,0
1529,0.693,1216.0419999999995,0
1530,0.662,1216.7349999999994,0
1531,0.67,1217.3969999999995,0
1532,0.654,1218.0669999999996,0
1533,0.666,1218.7209999999995,0
1534,0.714,1219.3869999999995,0
1535,0.72,1220.1009999999994,0
1536,0.727,1220.8209999999995,0
1537,0.688,1221.5479999999995,0
1538,0.697,1222.2359999999996,0
1539,0.707,1222.9329999999995,0
1540,0.735,1223.6399999999996,0
1541,0.77,1224.3749999999995,0
1542,0.752,1225.1449999999995,0
1543,0.732,1225.8969999999995,0
1544,0.731,1226.6289999999995,0
1545,0.745,1227.3599999999994,0
1546,0.769,1228.1049999999993,0
1547,0.787,1228.8739999999993,0
1548,0.816,1229.6609999999994,0
1549,0.81,1230.4769999999994,0
1550,0.748,1231.2869999999994,0
1551,0.703,1232.0349999999994,0
1552,0.715,1232.7379999999994,0
1553,0.76,1233.4529999999993,0
1554,0.809,1234.2129999999993,0
1555,0.863,1235.0219999999993,0
1556,0.856,1235.8849999999993,0
1557,0.854,1236.7409999999993,0
1558,0.873,1237.5949999999993,0
1559,0.908,1238.4679999999994,0
1560,0.91,1239.3759999999993,0
1561,0.909,1240.2859999999994,0
1562,0.895,1241.1949999999995,0
1563,0.873,1242.0899999999995,0
1564,0.857,1242.9629999999995,0
1565,0.823,1243.8199999999995,0
1566,0.778,1244.6429999999996,0
1567,0.809,1245.4209999999996,0
1568,0.852,1246.2299999999996,0
1569,0.878,1247.0819999999997,0
1570,0.866,1247.9599999999996,0
1571,0.845,1248.8259999999996,0
1572,0.786,1249.6709999999996,0
1573,0.775,1250.4569999999997,0
1574,0.82,1251.2319999999997,0
1575,0.872,1252.0519999999997,0
1576,0.894,1252.9239999999998,0
1577,0.82,1253.8179999999998,0
1578,0.825,1254.6379999999997,0
1579,0.82,1255.4629999999997,0
1580,0.852,1256.2829999999997,0
1581,0.871,1257.1349999999998,0
1582,0.875,1258.0059999999999,0
1583,0.899,1258.8809999999999,0
1584,0.924,1259.7799999999997,0
1585,0.929,1260.7039999999997,0
1586,0.93,1261.6329999999998,0
1587,0.889,1262.5629999999999,0
1588,0.885,1263.4519999999998,0
1589,0.88,1264.3369999999998,0
1590,0.896,1265.2169999999999,0
1591,0.887,1266.1129999999998,0
1592,0.875,1266.9999999999998,0
1593,0.883,1267.8749999999998,0
1594,0.859,1268.7579999999998,0
1595,0.761,1269.6169999999997,0
1596,0.727,1270.3779999999997,0
1597,0.72,1271.1049999999998,0
1598,0.731,1271.8249999999998,0
1599,0.726,1272.5559999999998,0
1600,0.733,1273.282,0
1601,0.68,1274.0149999999999,0
1602,0.686,1274.695,0
1603,0.669,1275.3809999999999,0
1604,0.675,1276.05,0
1605,0.718,1276.725,0
1606,0.75,1277.443,0
1607,0.763,1278.193,0
1608,0.764,1278.956,0
1609,0.718,1279.7199999999998,0
1610,0.683,1280.4379999999999,0
1611,0.66,1281.1209999999999,0
1612,0.659,1281.781,0
1613,0.66,1282.44,0
1614,0.693,1283.1000000000001,0
1615,0.752,1283.7930000000001,0
1616,0.78,1284.545,0
1617,0.801,1285.325,0
1618,0.798,1286.126,0
1619,0.795,1286.924,0
1620,0.812,1287.719,0
1621,0.813,1288.531,0
1622,0.822,1289.344,0
1623,0.812,1290.166,0
1624,0.801,1290.9779999999998,0
1625,0.784,1291.7789999999998,0
1626,0.768,1292.5629999999999,0
1627,0.74,1293.331,0
1628,0.778,1294.071,0
1629,0.792,1294.849,0
1630,0.733,1295.6409999999998,0
1631,0.695,1296.3739999999998,0
1632,0.714,1297.0689999999997,0
1633,0.772,1297.7829999999997,0
1634,0.828,1298.5549999999996,0
1635,0.857,1299.3829999999996,0
1636,0.811,1300.2399999999996,0
1637,0.831,1301.0509999999995,0
1638,0.86,1301.8819999999994,0
1639,0.89,1302.7419999999993,0
1640,0.881,1303.6319999999994,0
1641,0.839,1304.5129999999995,0
1642,0.849,1305.3519999999994,0
1643,0.841,1306.2009999999993,0
1644,0.892,1307.0419999999992,0
1645,0.885,1307.9339999999993,0
1646,0.83,1308.8189999999993,0
1647,0.848,1309.6489999999992,0
1648,0.873,1310.4969999999992,0
1649,0.916,1311.3699999999992,0
1650,0.848,1312.2859999999991,0
1651,0.918,1313.133999999999,0
1652,0.956,1314.051999999999,0
1653,0.945,1315.007999999999,0
1654,0.877,1315.9529999999988,0
1655,0.884,1316.8299999999988,0
1656,0.892,1317.7139999999988,0
1657,0.895,1318.6059999999989,0
1658,0.83,1319.5009999999988,0
1659,0.869,1320.3309999999988,0
1660,0.897,1321.1999999999987,0
1661,0.926,1322.0969999999986,0
1662,0.883,1323.0229999999985,0
1663,0.873,1323.9059999999986,0
1664,0.891,1324.7789999999986,0
1665,0.905,1325.6699999999987,0
1666,0.884,1326.5749999999987,0
1667,0.876,1327.4589999999987,0
1668,0.881,1328.3349999999987,0
1669,0.863,1329.2159999999988,0
1670,0.813,1330.0789999999988,0
1671,0.822,1330.891999999999,0
1672,0.876,1331.7139999999988,0
1673,0.892,1332.5899999999988,0
1674,0.842,1333.4819999999988,0
1675,0.874,1334.323999999999,0
1676,0.843,1335.197999999999,0
1677,0.781,1336.040999999999,0
1678,0.731,1336.821999999999,0
1679,0.742,1337.552999999999,0
1680,0.78,1338.294999999999,0
1681,0.786,1339.074999999999,0
1682,0.738,1339.860999999999,0
1683,0.793,1340.598999999999,0
1684,0.81,1341.391999999999,0
1685,0.796,1342.2019999999989,0
1686,0.751,1342.997999999999,0
1687,0.796,1343.748999999999,0
1688,0.789,1344.544999999999,0
1689,0.75,1345.333999999999,0
1690,0.768,1346.083999999999,0
1691,0.768,1346.851999999999,0
1692,0.773,1347.619999999999,0
1693,0.757,1348.392999999999,0
1694,0.763,1349.149999999999,0
1695,0.772,1349.9129999999989,0
1696,0.773,1350.6849999999988,0
1697,0.727,1351.4579999999987,0
1698,0.728,1352.1849999999988,0
1699,0.719,1352.9129999999989,0
1700,0.729,1353.631999999999,0
1701,0.724,1354.360999999999,0
1702,0.716,1355.084999999999,0
1703,0.728,1355.8009999999988,0
1704,0.725,1356.5289999999989,0
1705,0.728,1357.2539999999988,0
1706,0.714,1357.9819999999988,0
1707,0.742,1358.6959999999988,0
1708,0.737,1359.4379999999987,0
1709,0.737,1360.1749999999988,0
1710,0.717,1360.911999999999,0
1711,0.684,1361.628999999999,0
1712,0.705,1362.312999999999,0
1713,0.718,1363.017999999999,0
1714,0.717,1363.735999999999,0
1715,0.709,1364.452999999999,0
1716,0.748,1365.1619999999991,0
1717,0.783,1365.9099999999992,0
1718,0.759,1366.692999999999,0
1719,0.737,1367.451999999999,0
1720,0.744,1368.1889999999992,0
1721,0.744,1368.932999999999,0
1722,0.703,1369.676999999999,0
